event,logicNeg,cueNeg,pragNeg
PersonX gets some bad news,"[""PersonX does not get some bad news""]","[""PersonX has trouble with getting some bad news"", ""PersonX gets no bad news""]","[""Person X gets some great news.""]"
PersonX winds PersonY's way,[],"[""PersonX unwinds PersonY's way""]",[]
PersonX cracks a fat,[],[],[]
PersonX gives a great speech,[],[],[]
PersonX feels very proud,[],[],[]
PersonX asks PersonY if would like,[],[],[]
PersonX is more careful next time,[],[],[]
PersonX takes PersonX's baby,[],[],[]
PersonX starts digging,[],[],[]
PersonX posts ___ on instagram,[],[],[]
PersonX removes PersonY's hand,"[""PersonX does not remove PersonY's hand""]",[],"[""PersonX holds PersonY's hand in place.""]"
PersonX bleaches PersonX's hair,[],[],[]
PersonX eats PersonX's own dog food,[],[],[]
PersonX talks to PersonX's daughter,"[""PersonX does not talk to PersonX's daughter""]",[],"[""PersonX ignores PersonX's daughter.""]"
PersonX is moving away,[],[],[]
PersonX cooks hot dogs,[],[],[]
PersonX feels a sharp sting,[],[],[]
PersonX takes good care of it,[],[],[]
PersonX catches and arrested,[],[],[]
PersonX borrows one,[],[],[]
PersonX puts PersonY in the fridge,[],[],[]
PersonX worketh all ___ after the counsel,[],[],[]
PersonX waits for PersonX's turn,[],[],[]
PersonX loves it so much,[],[],[]
PersonX needs to get started,[],[],[]
PersonX reads the story,[],[],[]
PersonX clenches PersonY's teeth,[],[],[]
PersonX texts PersonY today,"[""PersonX does not texts PersonY today""]",[],"[""PersonX calls PersonY tomorrow.""]"
PersonX spends less time,[],[],[]
PersonX bobs PersonY's head,[],[],[]
PersonX looks good,[],[],[]
PersonX learns how to draw,[],[],[]
PersonX looks everywhere for PersonY,[],[],[]
PersonX puts ___ under PersonX's pillow,[],[],[]
PersonX pays attention,[],[],[]
PersonX flies away,[],[],[]
PersonX needs to go home,[],[],[]
PersonX asks PersonY's kids,"[""PersonX does not ask PersonY's kids""]","[""PersonX discontinues asking PersonY's kids"", ""PersonX never asks PersonY's kids""]","[""PersonX asks PersonY's parents.""]"
PersonX presents PersonY account,[],[],[]
PersonX writes an essay,[],[],[]
PersonX controls PersonY's environment,[],[],[]
PersonX does really well,[],[],[]
PersonX makes PersonY sleepy,[],[],[]
PersonX sends the ___ away,[],[],[]
PersonX gets what PersonY needed,"[""PersonX does not get what PersonY needed"", ""Person X does not get what Person Y needed""]",[],[]
PersonX sows ___ in PersonY's field,[],[],[]
PersonX makes a statement,[],[],[]
PersonX puts my arm around PersonY,"[""PersonX does not put my arm around PersonY""]",[],"[""PersonX pushed PersonY away""]"
PersonX has never cooked before,[],[],[]
PersonX returns home from work,[],[],[]
PersonX starts talking,[],[],[]
PersonX has PersonY's phone,"[""PersonX does not have PersonY's phone"", ""Person X  can't find person y's phone""]","[""PersonX in no way has PersonY's phone"", ""PersonX on no condition has PersonY's phone""]",[]
PersonX is driving around,[],[],[]
PersonX makes decisions for PersonY,"[""PersonX does not make decisions for PersonY""]","[""PersonX halts making decisions for PersonY""]","[""PersonX defers to PersonY's decisions""]"
PersonX keeps tabs on ___,[],[],[]
PersonX fears PersonY,"[""PersonX does not fear PersonY""]",[],[]
PersonX goes pretty well,[],[],[]
PersonX sees PersonY's dog,[],[],[]
PersonX chases ___ around,[],[],[]
PersonX takes PersonX's phone out,[],[],[]
PersonX pulls pranks,"[""PersonX does not pull pranks""]","[""PersonX has trouble with pulling pranks""]",[]
PersonX sees ___ on tv,[],[],[]
PersonX fills the tub,[],[],[]
PersonX does justice,[],[],[]
PersonX asks PersonY question,[],[],[]
PersonX founded upon PersonY,[],[],[]
PersonX asks PersonY to see,"[""PersonX does not ask PersonY to see""]","[""PersonX seldomly asks PersonY to see""]","[""PersonX asks PersonY to look away""]"
PersonX tries to use it,[],[],[]
PersonX covers with snow,[],[],[]
PersonX clips PersonY's wings,"[""PersonX does not clip PersonY's wings""]","[""PersonX unclips PersonY's wings""]","[""PersonX facilitates PersonY's rise""]"
PersonX converts ___ to energy,[],[],[]
PersonX effects PersonY entrance,[],[],[]
PersonX gives PersonY understanding,[],[],[]
PersonX leaves the gate open,[],[],[]
PersonX takes ___ to the counter,[],[],[]
PersonX finds the perfect spot,[],[],[]
PersonX ties ___ around PersonX's neck,[],[],[]
PersonX sees a squirrel,[],[],[]
PersonX moves PersonY's fingers,[],[],[]
PersonX pays enough,[],[],[]
PersonX takes PersonY to the dentist,[],[],[]
PersonX gets some food,[],[],[]
PersonX gives it to PersonY's mother,"[""PersonX does not give it to PersonY's mother""]","[""PersonX discontinues giving it to PersonY's mother""]","[""PersonX gives it directly to PersonY""]"
PersonX baits PersonY's hook,"[""PersonX does not bait PersonY's hook""]",[],"[""PersonX baits PersonY's line""]"
PersonX stays awake,"[""PersonX does not stay awake""]",[],"[""PersonX  sleeps.""]"
PersonX heads toward the door,[],[],[]
PersonX changes PersonX's tone,[],[],[]
PersonX also told PersonY,[],[],[]
PersonX defies ___ from annoyance,[],[],[]
PersonX gives PersonY a lot,"[""PersonX does not give PersonY a lot""]",[],"[""PersonX keeps things from PersonY.""]"
PersonX needs to tell PersonY,[],[],[]
PersonX sees PersonY happy,[],[],[]
PersonX is lucky to be alive,[],"[""PersonX is unlucky to be alive""]",[]
PersonX sees one in real life,[],[],[]
PersonX finds PersonY's way back,[],[],[]
PersonX knows the ___ best,[],[],[]
PersonX boils the water,[],[],[]
PersonX weighs ___ at birth,[],[],[]
PersonX pulls ___ away from PersonY,[],[],[]
PersonX spends ___ with PersonY's family,[],[],[]
PersonX moves home,"[""PersonX does not move home""]",[],"[""PersonX lives on their own""]"
PersonX opens a store,[],[],[]
PersonX takes ___ to the car wash,[],[],[]
PersonX calls PersonY's sister,"[""PersonX does not call PersonY's sister""]","[""PersonX seldomly calls PersonY's sister""]","[""PersonX's phone was dead""]"
PersonX returns another ___,[],[],[]
PersonX washes away the ___,[],[],[]
PersonX comprehends every ___,[],[],[]
PersonX asks PersonX's girlfriend,[],[],[]
PersonX is sitting at home,[],[],[]
PersonX lands PersonX's dream job,"[""PersonX does not land PersonX's dream job""]","[""PersonX under no circumstances lands PersonX's dream job""]","[""PersonX takes a hated job.""]"
PersonX likes that idea,[],[],[]
PersonX takes classes,[],[],[]
PersonX makes a spectacle of oneself,[],[],[]
PersonX prevents the ___ from falling,[],[],[]
PersonX carries ___ everywhere,[],[],[]
PersonX brings to PersonY's attention,[],[],[]
PersonX gives PersonY opportunities,[],[],[]
PersonX recruits PersonY,"[""PersonX does not recruit PersonY""]","[""PersonX halts recruiting PersonY"", ""PersonX not at all recruits PersonY"", ""PersonX under no circumstances recruits PersonY""]","[""PersonX rejects PersonY.""]"
PersonX tells PersonY had done,[],[],[]
PersonX checks PersonY's watch,"[""PersonX does not check PersonY's watch""]",[],"[""PersonX checks their own watch""]"
PersonX persuades ___ to give,[],[],[]
PersonX puts ___ in PersonX's room,[],[],[]
PersonX plays ___ that night,[],[],[]
PersonX does PersonX's job,[],"[""PersonX undoes PersonX's job""]",[]
PersonX gets very upset,[],[],[]
PersonX sees ___ with PersonX's friends,[],[],[]
PersonX learns everything,[],[],[]
PersonX pushes PersonY's tongue,"[""PersonX does not push PersonY's tongue""]","[""PersonX hardly pushes PersonY's tongue"", ""PersonX not by any means pushes PersonY's tongue""]","[""PersonY pushes PersonX's tongue""]"
PersonX prevents the ___ from going,[],[],[]
PersonX hides PersonX's light under a bushel,[],[],[]
PersonX works as a waiter,[],[],[]
PersonX is sent to the office,[],[],[]
PersonX delivers mail,"[""PersonX does not deliver mail""]",[],"[""PersonX receives mail.""]"
PersonX likes the idea,[],"[""PersonX dislikes the idea""]",[]
PersonX gets PersonX's father,[],[],[]
PersonX sees a man about a dog,"[""PersonX does not see a man about a dog""]","[""PersonX resists seeing a man about a dog""]","[""PersonX stays where he is.""]"
PersonX starts dating PersonY,"[""PersonX does not start dating PersonY""]",[],"[""PersonX breaks up with PersonY.""]"
PersonX throws ___ upon PersonY,[],[],[]
PersonX starts ___ together,[],[],[]
PersonX dies the way PersonX lived,[],[],[]
PersonX watches the football game,[],[],[]
PersonX takes PersonX's dog to the dog park,[],[],[]
PersonX feels really sick,[],[],[]
PersonX yanks PersonY's chain,[],[],[]
PersonX gets PersonX's exam back,[],[],[]
PersonX comforts PersonY,"[""PersonX does not comfort PersonY""]","[""PersonX avoids PersonY""]",[]
PersonX thanks PersonY ___ for PersonZ's support,[],[],[]
PersonX has a great time,[],[],[]
PersonX diagnoses with cancer,"[""PersonX does not diagnose with cancer""]","[""PersonX no longer diagnoses with cancer""]","[""PersonX misdiagnoses with cancer""]"
PersonX beats PersonY up,"[""PersonX does not beat PersonY up""]",[],"[""Person X help PersonY up""]"
PersonX takes care of PersonY's needs,"[""PersonX does not take care of PersonY's needs""]",[],"[""PersonX ignores PersonY's needs""]"
PersonX reads PersonY mind,"[""PersonX does not read PersonY mind""]",[],"[""PersonX reads PersonY soul""]"
PersonX produces ___ in man,[],[],[]
PersonX takes PersonX's mom's advice,[],[],[]
PersonX keeps PersonY afloat,[],[],[]
PersonX reads another ___,[],[],[]
PersonX gives PersonY's husband ___,[],[],[]
PersonX carries away the ___,[],[],[]
PersonX uses every effort,[],[],[]
PersonX considers ___ in terms,[],[],[]
PersonX gives PersonY a refund,[],[],[]
PersonX works things out,[],[],[]
PersonX works to rule,[],[],[]
PersonX watches television,[],[],[]
PersonX fights ___ to hand,[],[],[]
PersonX has a big dog,[],[],[]
PersonX smells great,[],[],[]
PersonX holds PersonY close,"[""PersonX does not hold PersonY close""]","[""PersonX by no means holds PersonY close""]",[]
PersonX heads back to shore,[],[],[]
PersonX hurts PersonX's head,[],[],[]
PersonX feels inspired,[],"[""PersonX feels uninspired""]",[]
PersonX never go back,[],[],[]
PersonX eats ___ alone,[],[],[]
PersonX wets PersonX's beak,[],[],[]
PersonX plays nice,"[""PersonX does not play nice""]",[],"[""PersonX plays mean""]"
PersonX always try,[],[],[]
PersonX saves by the bell,[],[],[]
PersonX takes ___ to the mountains,[],[],[]
PersonX gets the pizza,[],[],[]
PersonX earns PersonX's bread,[],[],[]
PersonX accepts the dare,"[""PersonX does not accept the dare""]","[""PersonX denied the dare""]",[]
PersonX never made ___,[],[],[]
PersonX buys ___ for PersonY's children,[],[],[]
PersonX returns to work,[],[],[]
PersonX reaches PersonX's peak,[],[],[]
PersonX finally came,[],[],[]
PersonX comes home yesterday,[],[],[]
PersonX asks ___ what the problem was,[],[],[]
PersonX stems the tide,[],[],[]
PersonX extends beyond the limits,[],[],[]
PersonX calls PersonY's girlfriend,"[""PersonX does not call PersonY's girlfriend""]",[],"[""PersonX calls PersonY's Mother.""]"
PersonX is hiking in the woods,[],[],[]
PersonX chews the scenery,[],[],[]
PersonX opens PersonY's fridge,[],[],[]
PersonX collects comic books,[],[],[]
PersonX grants PersonY permission,[],[],[]
PersonX lies ___ by side,[],[],[]
PersonX shoots the ball,[],[],[]
PersonX takes PersonY's anger,[],[],[]
PersonX helps people,"[""PersonX does not help people""]","[""PersonX fails to help people""]","[""PersonX hurts people""]"
PersonX affords one,[],[],[]
PersonX cuts PersonY's throat,[],[],[]
PersonX breaks PersonX's word,[],[],[]
PersonX sees could be done,[],[],[]
PersonX finishes ___ quickly,[],[],[]
PersonX hires PersonY a tutor,"[""PersonX does not hire PersonY a tutor""]",[],"[""PersonX hires PersonY a coach""]"
PersonX gets ___ from PersonX's boss,[],[],[]
PersonX expresses PersonX's sense,[],[],[]
PersonX goes back upstairs,[],[],[]
PersonX thanks the ___ for PersonY's assistance,[],[],[]
PersonX asks PersonY to dine,"[""PersonX does not ask PersonY to dine""]",[],"[""PersonX rejects PersonY's dinner invitation.""]"
PersonX needs work,[],[],[]
PersonX bases on PersonX's experiences,[],[],[]
PersonX wants to join PersonY,"[""PersonX does not want to join PersonY""]",[],[]
PersonX is completely destroyed,[],[],[]
PersonX is a lot better,[],[],[]
PersonX heads back home,[],[],[]
PersonX brings pressure to bear,[],[],[]
PersonX takes PersonY to the shelter,"[""PersonX does not take PersonY to the shelter""]",[],"[""PersonX picks up PersonY from the shelter.""]"
PersonX makes a snowball,"[""PersonX does not make a snowball""]",[],"[""PersonX builds a sandcastle.""]"
PersonX buys a ring,"[""PersonX does not buy a ring""]",[],"[""PersonX sells a ring""]"
PersonX takes ___ of the fact,[],[],[]
PersonX smiles back at PersonY,[],[],[]
PersonX appreciates the gesture,[],[],[]
PersonX appreciates PersonY's effort,"[""PersonX does not appreciate PersonY's effort""]",[],"[""PersonX trivializes PersonY's effort""]"
PersonX puts it another way,[],[],[]
PersonX finally met ___,[],[],[]
PersonX goes out with a bang,[],[],[]
PersonX finds a dog,[],[],[]
PersonX comes into PersonY's hands,"[""PersonX does not come into PersonY's hands""]",[],"[""PersonX pushes away PersonY""]"
PersonX picks PersonY's favorite,"[""PersonX does not pick PersonY's favorite""]",[],"[""PersonX lets PersonY pick their own favorite""]"
PersonX takes part in the war,"[""PersonX does not take part in the war""]",[],"[""PersonX lives in peacetime""]"
PersonX saves PersonY the trouble,"[""PersonX does not save PersonY the trouble""]","[""PersonX refuses to save PersonY the trouble""]","[""PersonX causes PersonY the trouble""]"
PersonX drives around PersonX's neighborhood,[],[],[]
PersonX gets ___ just right,[],[],[]
PersonX lone it it,[],[],[]
PersonX shows PersonX's face,[],[],[]
PersonX looks good on PersonY,[],[],[]
PersonX invites PersonY's family,"[""PersonX does not invite PersonY's family""]","[""PersonX no longer invites PersonY's family""]","[""PersonX excludes PersonY's family.""]"
PersonX finds PersonX's feet,[],[],[]
PersonX does PersonY's homework,"[""PersonX does not do PersonY's homework""]",[],"[""PersonX shows PersonY how to the problems themselves""]"
PersonX has to go home and change,[],[],[]
PersonX turns back the ___,[],[],[]
PersonX puts the pedal to the metal,[],[],[]
PersonX kisses PersonY's hands,"[""PersonX does not kiss PersonY's hands""]","[""PersonX discontinues kissing PersonY's hands"", ""PersonX seldomly kisses PersonY's hands""]","[""PersonX holds PersonY's feet.""]"
PersonX teaches PersonY the basics,"[""PersonX does not teach PersonY the basics""]",[],"[""PersonX teaches PersonY mastery of the subject""]"
PersonX frightens away ___,[],[],[]
PersonX attends to PersonX's business,[],[],[]
PersonX turns ___ into a career,[],[],[]
PersonX is a big success,[],[],[]
PersonX is in a bad mood,[],[],[]
PersonX takes the food,"[""PersonX does not take the food""]","[""PersonX on no condition takes the food""]","[""PersonX leaves the food""]"
PersonX calls the shots,"[""PersonX does not call the shots""]",[],"[""PersonX is bossed around""]"
PersonX calls it quits,[],[],[]
PersonX breaks the camel's ___,[],[],[]
PersonX starts another ___,[],[],[]
PersonX plays ___ for hours,[],[],[]
PersonX pays PersonX's cable bill,[],[],[]
PersonX achieves PersonY understanding,[],[],[]
PersonX gets ___ from a friend,[],[],[]
PersonX says another ___,[],[],[]
PersonX plays an online game,[],[],[]
PersonX asks PersonX's roommate,[],[],[]
PersonX gives PersonY the advantage,[],[],[]
PersonX buys ___ for the party,[],[],[]
PersonX buys another ___,[],[],[]
PersonX boils water,[],[],[]
PersonX carries the ___ along,[],[],[]
PersonX answers questions,"[""PersonX does not answer questions""]",[],"[""PersonX remains silent""]"
PersonX decides to check it out,[],[],[]
PersonX gives PersonX's friends ___,[],[],[]
PersonX owes PersonY,"[""PersonX does not owe PersonY"", ""Person X doesn't know Person Y""]",[],[]
PersonX faces every ___,[],[],[]
PersonX catches it,"[""PersonX does not catch it""]",[],"[""PersonX throws it""]"
PersonX accidentally hit ___,[],[],[]
PersonX makes PersonY start,[],[],[]
PersonX sees a movie with PersonX's friends,[],[],[]
PersonX calls PersonX's wife,"[""PersonX does not call PersonX's wife""]",[],"[""PersonX calls PersonX's dad.""]"
PersonX complies with PersonY's request,"[""PersonX does not comply with PersonY's request""]","[""PersonX denies PersonY's request""]",[]
PersonX knits a blanket,[],[],[]
PersonX is hard at work,[],[],[]
PersonX goes down the wrong way,[],[],[]
PersonX makes PersonY offering,"[""PersonX does not make PersonY offering""]","[""PersonX stops making PersonY offering"", ""PersonX under no circumstances makes PersonY offering"", ""PersonX refuses to give anything to PersonY.""]",[]
PersonX is about to get married,[],"[""PersonX is about to get unmarried"", ""PersonX is rarely about to get married""]","[""PersonX is about to get divorced""]"
PersonX swerves off the road,[],"[""PersonX prevents themselves from swerving off the road""]",[]
PersonX searches everywhere for PersonY,"[""PersonX does not search everywhere for PersonY""]",[],"[""PersonX deserted PersonY.""]"
PersonX seeks PersonX's ___ elsewhere,[],[],[]
PersonX loses PersonY job,"[""PersonX does not lose PersonY job""]",[],"[""Person X hires Person Y to work""]"
PersonX makes a point,[],[],[]
PersonX is in a hurry to get to work,[],[],[]
PersonX sings PersonY a song,"[""PersonX does not sing PersonY a song""]",[],"[""PersonX screams at PersonY""]"
PersonX goes bike riding,[],[],[]
PersonX calls the ___ to the fact,[],[],[]
PersonX pays PersonY's back,"[""PersonX does not pay PersonY's back""]","[""PersonX no longer pays PersonY's back""]",[]
PersonX divides the ___ among themselves,[],[],[]
PersonX puts PersonY in touch,[],[],[]
PersonX gets an a on PersonX's test,[],[],[]
PersonX takes a rest,[],[],[]
PersonX accomplishes PersonX's task,[],[],[]
PersonX sets PersonY apart,[],[],[]
PersonX depends upon the type,[],[],[]
PersonX kills PersonY's children,"[""PersonX does not kill PersonY's children""]","[""PersonX has problem with killing PersonY's children""]","[""PersonX saves PersonY's children""]"
PersonX lives with PersonX's father,"[""PersonX does not live with PersonX's father""]","[""PersonX seldomly lives with PersonX's father"", ""PersonX lives without PersonX's father""]","[""PersonX lives with PersonX's mother""]"
PersonX flies high,[],[],[]
PersonX takes a cooking class,"[""PersonX does not take a cooking class""]",[],"[""PersonX teaches a cooking class""]"
PersonX mentions PersonY name,[],[],[]
PersonX needs a job,[],[],[]
PersonX passes PersonX's class,[],[],[]
PersonX gives PersonY experience,[],[],[]
PersonX finishes the marathon,[],[],[]
PersonX hits the floor,[],[],[]
PersonX walks across the stage,"[""PersonX does not walk across the stage""]",[],"[""PersonX walks down the stairs.""]"
PersonX sees a stray dog,[],[],[]
PersonX misses PersonY's flight,"[""PersonX does not miss PersonY's flight""]",[],"[""PersonX arrives at PersonY's flight on time.""]"
PersonX sweeps ___ under the rug,[],[],[]
PersonX lives a lie,[],[],[]
PersonX cuts the grass,[],[],[]
PersonX uses PersonY procedure,[],[],[]
PersonX rids PersonY's bike home from school,"[""PersonX does not rid PersonY's bike home from school""]",[],"[""PersonX walks home from school.""]"
PersonX surprises PersonY's wife,"[""PersonX does not surprise PersonY's wife""]","[""PersonX fails to surprise PersonY's wife""]",[]
PersonX gives ___ to problems,[],[],[]
PersonX brings back ___,[],[],[]
PersonX picks up PersonY's pace,[],[],[]
PersonX spends ___ helping,[],[],[]
PersonX turns PersonY down,"[""PersonX does not turn PersonY down""]","[""PersonX has trouble with turning PersonY down""]","[""PersonX turns PersonY up""]"
PersonX finds a ___ in one,[],[],[]
PersonX hurts PersonY feelings,[],[],[]
PersonX reads every day,[],[],[]
PersonX starts to move,[],[],[]
PersonX moves into a new house,[],[],[]
PersonX plays great,[],[],[]
PersonX needs a dress,[],[],[]
PersonX plays ___ on PersonY's phone,[],[],[]
PersonX sets PersonX's ___ in order,[],[],[]
PersonX gives PersonX's husband ___,[],[],[]
PersonX seems nice enough,[],[],[]
PersonX takes the bait,[],[],[]
PersonX devolves upon PersonY,[],[],[]
PersonX asks if would like,[],[],[]
PersonX paints PersonX's toenails,[],[],[]
PersonX takes ___ as a sign,[],[],[]
PersonX gives ___ to PersonY's mother,[],[],[]
PersonX finds ___ at the mall,[],[],[]
PersonX hears a strange sound,[],[],[]
PersonX severely injured,[],[],[]
PersonX holds ___ during the pleasure,[],[],[]
PersonX makes a deposit,[],[],[]
PersonX drives PersonY's car on the highway,[],[],[]
PersonX really pissed PersonY off,"[""PersonX did not really piss PersonY off""]",[],"[""PersonX made personY happy""]"
PersonX comes in PersonY's way,[],[],[]
PersonX lends PersonY the money,"[""PersonX does not lend PersonY the money""]","[""PersonX discontinues lending PersonY the money"", ""PersonX opposes lending PersonY the money"", ""PersonX stops lending PersonY the money""]","[""PersonX borrows  the money from PersonY""]"
PersonX waves PersonY,"[""PersonX does not wave PersonY""]",[],"[""PersonX punches PersonY""]"
PersonX throws ___ on this question,[],[],[]
PersonX works either,[],[],[]
PersonX buys a bike,[],[],[]
PersonX sees red,[],[],[]
PersonX carefully selected ___,[],[],[]
PersonX takes up the cudgel for ___,[],[],[]
PersonX supplements PersonY's income,[],[],[]
PersonX carves a pumpkin,[],[],[]
PersonX accepts the challenge,[],[],[]
PersonX rubs PersonY's face,"[""PersonX does not rub PersonY's face""]",[],"[""PersonX pokes PersonY's face""]"
PersonX wants a new tv,[],[],[]
PersonX crashes ___ into a tree,[],[],[]
PersonX wears ___ next time,[],[],[]
PersonX contacts PersonY,"[""PersonX does not contact PersonY""]",[],"[""PersonX breaks up with PersonY""]"
PersonX gives you PersonY answer,"[""PersonX does not give you PersonY answer""]","[""PersonX has trouble with giving you PersonY answer""]","[""PersonX keeps the answer to themselves""]"
PersonX settles PersonY's affairs,[],[],[]
PersonX sets the world on fire,[],[],[]
PersonX chases ___ down the street,[],[],[]
PersonX pulls ___ aside,[],[],[]
PersonX puts flowers,[],[],[]
PersonX gets the ingredients together,[],[],[]
PersonX carefully followed,[],[],[]
PersonX brings ___ to the table,[],[],[]
PersonX extends PersonX's power,[],[],[]
PersonX uses ___ all the time,[],[],[]
PersonX makes PersonY impression,[],[],[]
PersonX plays some games,[],[],[]
PersonX feels calmer,[],[],[]
PersonX sounds interesting,[],"[""PersonX sounds uninteresting""]",[]
PersonX is playing poker,"[""PersonX is not playing poker""]","[""PersonX is barely playing poker""]","[""PersonX is watching a poker game.""]"
PersonX does PersonY's math homework,[],[],[]
PersonX asks PersonX's neighbor,"[""PersonX does not ask PersonX's neighbor""]","[""PersonX has problem with asking PersonX's neighbor""]","[""PersonX asks PersonX's distant relative""]"
PersonX moves PersonY's arm,"[""PersonX does not move PersonY's arm""]","[""PersonX refuses to move PersonY's arm""]","[""PersonX holds PersonY's arm still.""]"
PersonX keeps PersonX,[],[],[]
PersonX finds it delicious,[],[],[]
PersonX shares PersonX's husband's ___,[],[],[]
PersonX turns the light,[],[],[]
PersonX grasps PersonY's hand,[],[],[]
PersonX carries back the ___,[],[],[]
PersonX makes jokes,"[""PersonX does not make jokes""]","[""PersonX ceases making jokes""]","[""PersonX laughs at jokes.""]"
PersonX picks ___ up from school,[],[],[]
PersonX lies through PersonX's teeth,"[""PersonX does not lie through PersonX's teeth""]",[],"[""PersonX is an altruistic person.""]"
PersonX brings PersonY to the attention,[],[],[]
PersonX divides the ___ from the darkness,[],[],[]
PersonX begins to sprout,[],[],[]
PersonX bumps and grind,[],[],[]
PersonX wants to go hiking,[],[],[]
PersonX takes ___ to the airport,[],[],[]
PersonX gets PersonX's first kiss,[],[],[]
PersonX does not have enough money,[],[],[]
PersonX feels proud of himself,[],[],[]
PersonX looks high and low,[],[],[]
PersonX tries to get in,[],[],[]
PersonX helps PersonY's friend,"[""PersonX does not help PersonY's friend""]","[""PersonX by no means helps PersonY's friend"", ""PersonX disapproves helping PersonY's friend""]","[""PersonX helps PersonY's enemy""]"
PersonX replaces ___ with ones,[],[],[]
PersonX takes baths,[],[],[]
PersonX finds PersonY's place,[],[],[]
PersonX keeps ___ in PersonY's room,[],[],[]
PersonX finds ___ in the fridge,[],[],[]
PersonX stands up for PersonY,[],[],[]
PersonX gathers together ___,[],[],[]
PersonX likes the music,[],[],[]
PersonX gives PersonY a character,[],[],[]
PersonX walks towards PersonY,"[""PersonX does not walk towards PersonY""]",[],[]
PersonX makes things work,[],[],[]
PersonX gets out of PersonY's car,"[""PersonX does not get out of PersonY's car""]","[""PersonX refuses to get out of PersonY's car""]","[""PersonX  goes into PersonY's car.""]"
PersonX kills the spider,[],[],[]
PersonX invites PersonY to stay,[],[],[]
PersonX views the ___ differently,[],[],[]
PersonX becomes very upset,"[""PersonX does not become very upset""]","[""PersonX no longer becomes very upset""]","[""PersonX is happy""]"
PersonX brings PersonY back to PersonZ,[],[],[]
PersonX casts ___ upon PersonY,[],[],[]
PersonX buys candy,[],[],[]
PersonX tells PersonY's friends about it,"[""PersonX does not tell PersonY's friends about it"", ""PersonX does not know PersonY's friends or acquaintances""]","[""PersonX discontinues telling PersonY's friends about it""]",[]
PersonX baths PersonX,"[""PersonX does not bath PersonX""]",[],"[""Person X gets person Y dirty""]"
PersonX looks upon PersonY,[],[],[]
PersonX goes swimming with friends,"[""PersonX does not go swimming with friends""]","[""PersonX has problem with going swimming with friends""]","[""PersonX goes tanning with friends""]"
PersonX takes PersonY out to lunch,"[""PersonX does not take PersonY out to lunch""]",[],"[""PersonX eats lunch alone at home""]"
PersonX tells PersonX's mom about it,[],[],[]
PersonX wins PersonY,[],[],[]
PersonX purchases tickets,"[""PersonX does not purchase tickets""]","[""PersonX never purchases tickets""]","[""PersonX sells tickets.""]"
PersonX takes a second job,[],[],[]
PersonX lays eyes on ___,[],[],[]
PersonX takes ___ on vacation,[],[],[]
PersonX always wanted to go to,[],[],[]
PersonX knows every thing,[],[],[]
PersonX plays cards,"[""PersonX does not play cards""]","[""PersonX avoids playing cards"", ""PersonX on no condition plays cards""]","[""PersonX watches a movie""]"
PersonX takes ___ to PersonX's favorite restaurant,[],[],[]
PersonX throws PersonY out,"[""PersonX does not throw PersonY out""]","[""PersonX has trouble with throwing PersonY out""]",[]
PersonX asks PersonY to come,"[""PersonX does not ask PersonY to come"", ""PersonX did not invite PersonY""]",[],[]
PersonX finishes PersonY's essay,"[""PersonX does not finish PersonY's essay"", ""PersonX won't work on PersonY's essay""]",[],[]
PersonX gets PersonY's number,[],[],[]
PersonX washes ___ away,[],[],[]
PersonX plays the hand PersonX is dealt,[],[],[]
PersonX serves two masters,[],[],[]
PersonX remodels PersonX's bathroom,[],[],[]
PersonX sets ___ to the houses,[],[],[]
PersonX also took ___,[],[],[]
PersonX does PersonX's job well,[],[],[]
PersonX tastes great,[],[],[]
PersonX knows PersonY thing,[],[],[]
PersonX leaves aside the ___,[],[],[]
PersonX evaluates PersonY's performance,"[""PersonX does not evaluate PersonY's performance""]","[""PersonX disapproves evaluating PersonY's performance"", ""PersonX stops evaluating PersonY's performance""]","[""PersonX ignores PersonY's performance""]"
PersonX looks great,[],[],[]
PersonX says happy birthday,[],[],[]
PersonX hears god's ___,[],[],[]
PersonX starts fifth grade,[],[],[]
PersonX heads back ___,[],[],[]
PersonX tries to surf,[],[],[]
PersonX opens PersonX's ___ to receive,[],[],[]
PersonX prevents ___ from flowing,[],[],[]
PersonX needs a vacation,[],[],[]
PersonX points the finger,[],[],[]
PersonX runs PersonX's ___ through PersonX's hair,[],[],[]
PersonX always admired ___,[],[],[]
PersonX testifies unto you these ___ in the churches,[],[],[]
PersonX goes skiing,[],[],[]
PersonX gets a haircut,[],[],[]
PersonX returns to PersonX's seat,[],[],[]
PersonX runs PersonY's business,[],[],[]
PersonX becomes excited,[],[],[]
PersonX eats a lot,[],[],[]
PersonX is at PersonY's desk,"[""PersonX is not at PersonY's desk""]","[""PersonX is rarely at PersonY's desk"", ""PersonX is under no circumstances at PersonY's desk""]","[""PersonX is at home""]"
PersonX takes the cat,[],[],[]
PersonX starts drinking it,[],[],[]
PersonX gets a new puppy ___,[],[],[]
PersonX runs late,[],[],[]
PersonX talks to anyone,[],[],[]
PersonX is really cold,[],[],[]
PersonX wants to clean PersonX's room,[],[],[]
PersonX promotes PersonX's interests,[],[],[]
PersonX obtains another ___,[],[],[]
PersonX wants to lose weight,[],[],[]
PersonX accidently left,[],[],[]
PersonX gets a dog instead,[],[],[]
PersonX meets today's ___,[],[],[]
PersonX really wanted a new car,[],"[""PersonX really unwanted a new car""]",[]
PersonX convinces PersonY would be,[],[],[]
